Timestamp,Process Temp,Process Temp SP,Steam Flow Rate,Steam Totalizer,QualSteam Valve Opening,Inlet Steam Pressure,Outlet Steam Pressure,Pressure SP
2025-11-21 02:34:00,61.3,62.1,111.53032684,6124.11865234,79.0,3.7,2.5,2.5
2025-11-21 02:35:00,62.2,62.1,0.0,6125.47607422,0.0,4.3,2.2,2.5
2025-11-21 02:36:00,61.5,62.1,111.53032684,6126.03125,100.0,3.7,2.7,2.5
2025-11-21 02:37:00,62.4,62.1,41.39766693,6127.33105469,61.0,4.3,3.5,2.5
2025-11-21 02:38:00,62.3,62.1,0.0,6128.26904297,95.6,4.2,4.2,2.5
2025-11-21 02:39:00,61.9,62.1,120.39084625,6128.60449219,97.7,4.1,3.9,2.5
2025-11-21 02:40:00,62.4,62.1,18.02034569,6129.77294922,55.7,4.3,4.2,2.5
2025-11-21 02:41:00,61.9,62.1,0.0,6130.65087891,100.0,4.2,4.2,2.5
2025-11-21 02:42:00,61.4,62.1,111.53032684,6131.8046875,100.0,3.7,2.7,2.5
2025-11-21 02:43:00,62.1,62.1,111.53032684,6133.53662109,100.0,3.7,2.9,2.5
2025-11-21 02:44:00,60.8,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:45:00,59.0,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:46:00,56.7,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:47:00,55.1,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:48:00,52.4,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:49:00,49.0,62.1,0.0,6134.20361328,100.0,4.2,4.2,2.5
2025-11-21 02:50:00,47.1,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:51:00,45.5,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:52:00,44.0,62.1,0.0,6134.20361328,100.0,4.3,4.3,2.5
2025-11-21 02:53:00,42.2,62.0,0.0,6134.20361328,100.0,4.3,4.3,2.5
