Timestamp,Process Temp,Process Temp SP,Steam Flow Rate,Steam Totalizer,QualSteam Valve Opening,Inlet Steam Pressure,Outlet Steam Pressure,Pressure SP
2025-11-20 19:14:00,63.4,64.1,0.0,6053.70654297,0.0,4.3,3.6,2.5
2025-11-20 19:15:00,64.4,64.0,122.60083771,6053.87792969,100.0,4.2,4.0,2.5
2025-11-20 19:16:00,64.4,64.0,43.27135468,6055.47314453,53.0,4.3,3.5,2.5
2025-11-20 19:17:00,64.0,64.0,0.0,6055.98583984,100.0,4.3,4.3,2.5
2025-11-20 19:18:00,63.7,64.1,120.39084625,6057.55419922,79.8,4.1,3.9,2.5
2025-11-20 19:19:00,64.0,64.1,115.96485138,6058.84472656,100.0,3.9,3.3,2.5
2025-11-20 19:20:00,63.9,64.0,111.53032684,6060.60205078,100.0,3.7,2.8,2.5
2025-11-20 19:21:00,64.0,64.1,73.20589447,6061.79003906,74.3,4.3,4.2,2.5
2025-11-20 19:22:00,64.0,64.1,0.0,6062.12695312,97.0,4.3,4.3,2.5
2025-11-20 19:23:00,63.9,64.0,118.17886353,6063.26220703,77.7,4.0,2.8,2.5
2025-11-20 19:24:00,62.5,64.0,0.0,6063.796875,100.0,4.2,4.2,2.5
2025-11-20 19:25:00,60.0,64.1,0.0,6063.796875,100.0,4.2,4.2,2.5
2025-11-20 19:26:00,57.6,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:27:00,53.3,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:28:00,50.8,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:29:00,49.5,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:30:00,48.0,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:31:00,47.0,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:32:00,46.0,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:33:00,45.0,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:34:00,44.0,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:35:00,43.1,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:36:00,42.3,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:37:00,41.7,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:38:00,40.7,64.1,0.0,6063.796875,100.0,4.1,4.1,2.5
2025-11-20 19:39:00,40.2,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:40:00,39.6,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:41:00,38.9,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:42:00,38.3,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:43:00,37.8,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:44:00,37.4,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:45:00,36.8,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:46:00,36.4,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:47:00,36.0,64.0,0.0,6063.796875,100.0,4.3,4.4,2.5
2025-11-20 19:48:00,35.1,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:49:00,34.2,64.0,0.0,6063.796875,100.0,4.3,4.3,2.5
2025-11-20 19:50:00,33.9,64.1,0.0,6063.796875,100.0,4.3,4.3,2.5
