Timestamp,Process Temp,Process Temp SP,Steam Flow Rate,Steam Totalizer,QualSteam Valve Opening,Inlet Steam Pressure,Outlet Steam Pressure,Pressure SP
2025-11-15 03:41:00,23.9,50.0,0.0,5276.02099609,100,4.5,4.5,2.5
2025-11-15 03:42:00,23.9,50.1,0.0,5276.02099609,100,4.4,4.5,2.5
2025-11-15 03:43:00,23.9,50.1,0.0,5276.02099609,100,4.3,4.4,2.5
2025-11-15 03:44:00,23.9,50.0,0.0,5276.02099609,100,4.5,4.5,2.5
2025-11-15 03:45:00,23.9,50.1,0.0,5276.02099609,100,4.5,4.5,2.5
2025-11-15 03:46:00,23.9,50.0,0.0,5276.04980469,100,4.4,4.4,2.5
2025-11-15 03:47:00,23.9,50.1,0.0,5276.04980469,100,4.1,4.1,2.5
2025-11-15 03:48:00,23.9,50.1,0.0,5276.04980469,100,4.2,4.2,2.5
2025-11-15 03:49:00,23.9,50.1,0.0,5276.04980469,100,4.1,4.2,2.5
2025-11-15 03:50:00,23.9,50.1,0.0,5276.04980469,100,4.5,4.5,2.5
2025-11-15 03:51:00,23.9,50.1,0.0,5276.04980469,100,4.3,4.3,2.5
2025-11-15 03:52:00,23.9,50.1,0.0,5276.07861328,100,4.3,4.3,2.5
2025-11-15 03:53:00,23.9,50.1,0.0,5276.07861328,100,4.3,4.3,2.5
2025-11-15 03:54:00,23.9,50.1,0.0,5276.07861328,100,4.1,4.1,2.5
2025-11-15 03:55:00,23.9,50.0,0.0,5276.07861328,100,4.2,4.2,2.5
2025-11-15 03:56:00,23.9,50.1,0.0,5276.07861328,100,4.2,4.2,2.5
2025-11-15 03:57:00,23.9,50.1,0.0,5276.07861328,100,4.4,4.4,2.5
2025-11-15 03:58:00,23.9,50.0,0.0,5276.07861328,100,4.4,4.4,2.5
2025-11-15 03:59:00,23.9,50.0,0.0,5276.07861328,100,4.4,4.4,2.5
2025-11-15 04:00:00,23.9,50.0,0.0,5276.07861328,100,4.4,4.4,2.5
2025-11-15 04:01:00,23.9,50.1,0.0,5276.07861328,100,4.4,4.4,2.5
2025-11-15 04:02:00,23.9,50.0,0.0,5276.07861328,100,4.5,4.5,2.5
2025-11-15 04:03:00,23.9,50.0,0.0,5276.07861328,100,4.5,4.5,2.5
2025-11-15 04:04:00,23.9,50.0,0.0,5276.07861328,100,4.5,4.5,2.5
2025-11-15 04:05:00,24.0,50.0,0.0,5276.07861328,100,4.5,4.5,2.5
2025-11-15 04:06:00,24.0,50.0,0.0,5276.07861328,100,4.5,4.5,2.5
2025-11-15 04:07:00,24.0,50.1,0.0,5276.07861328,100,4.4,4.4,2.5
2025-11-15 04:08:00,24.0,50.0,0.0,5276.10791016,100,4.1,4.2,2.5
2025-11-15 04:09:00,24.0,50.1,0.0,5276.10791016,100,4.1,4.1,2.5
2025-11-15 04:10:00,23.9,50.0,0.0,5276.10791016,100,4.2,4.3,2.5
2025-11-15 04:11:00,23.9,50.1,0.0,5276.10791016,100,4.4,4.4,2.5
2025-11-15 04:12:00,23.9,50.1,0.0,5276.10791016,100,4.4,4.4,2.5
2025-11-15 04:13:00,23.9,50.1,0.0,5276.10791016,100,4.4,4.4,2.5
